Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,15609.0,16798.0,15600.0,15814.0,11374.310546875,292836
2018-01-03,16260.0,16260.0,15378.0,15600.0,11220.390625,903169
2018-01-04,16345.0,16345.0,15210.0,16009.0,11514.564453125,915487
2018-01-05,15450.0,16198.0,15450.0,16044.0,11539.73828125,697025
2018-01-08,15707.0,16199.0,15707.0,16175.0,11633.9619140625,1528913
2018-01-09,16175.0,17299.0,15900.0,16800.0,12083.4970703125,1291518
2018-01-10,16641.0,16700.0,15959.0,16128.0,11786.068359375,1053911
2018-01-11,16000.0,16253.0,15888.0,16010.0,11699.8359375,812405
2018-01-12,15720.0,16374.0,15720.0,16090.0,11758.298828125,516078
2018-01-15,16498.0,16526.0,16067.0,16400.0,11984.8408203125,404696
2018-01-16,16006.0,16945.0,16006.0,16130.0,11787.5302734375,571954
2018-01-17,16000.0,16099.0,15700.0,15700.0,11473.2919921875,569642
2018-01-18,15699.0,16437.0,15393.0,16300.0,11911.7626953125,907479
2018-01-19,16600.0,16600.0,15926.0,16358.0,11954.1484375,737114
2018-01-22,16450.0,17470.0,16408.0,16671.0,12182.884765625,1275491
2018-01-23,16960.0,17296.0,16517.0,17000.0,12423.3115234375,1745532
2018-01-24,16863.0,17465.0,16520.0,17300.0,12642.5458984375,1420207
2018-01-25,17300.0,18592.0,17225.0,18200.0,13300.25,2778299
2018-01-26,18200.0,18261.0,17593.0,17593.0,12856.6650390625,673073
2018-01-29,18026.0,18026.0,16900.0,17316.0,12654.2373046875,2295265
2018-01-30,17310.0,17311.0,16293.0,17016.0,12435.0029296875,802768
2018-01-31,17236.0,17700.0,16440.0,16878.0,12334.154296875,1876205
2018-02-01,16880.0,17500.0,16059.0,16059.0,11735.6435546875,898993
2018-02-02,16400.0,16603.0,16023.0,16209.0,11845.26171875,830146
2018-02-05,15700.0,16222.0,15699.0,15953.0,11658.1806640625,426341
2018-02-06,15940.0,16028.0,14973.0,15721.0,11488.6376953125,529053
2018-02-07,15440.0,16892.0,15421.0,16675.0,12185.8056640625,1573015
