Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,22100.0,22100.0,21600.0,21700.0,18460.0078125,875922
2018-01-03,21700.0,21950.0,21191.0,21491.0,18282.21484375,1063250
2018-01-04,21449.0,21600.0,21287.0,21400.0,18204.80078125,1679222
2018-01-05,21401.0,22073.0,21328.0,22020.0,18732.23046875,914646
2018-01-08,22020.0,22099.0,21640.0,21823.0,18564.6484375,1111217
2018-01-09,22000.0,22084.0,21500.0,21649.0,18416.626953125,1946399
2018-01-10,21652.0,21940.0,21531.0,21668.0,18432.787109375,1532926
2018-01-11,21799.0,21849.0,21050.0,21193.0,18028.7109375,2849209
2018-01-12,21001.0,21699.0,21001.0,21386.0,18192.888671875,2206852
2018-01-15,21395.0,21618.0,21018.0,21300.0,18119.732421875,1377887
2018-01-16,21112.0,22007.0,19800.0,22000.0,18715.212890625,3255787
2018-01-17,21867.0,23498.0,21867.0,23097.0,19648.42578125,3673871
2018-01-18,23115.0,24234.0,23108.0,23948.0,20372.365234375,2883162
2018-01-19,24000.0,24405.0,23571.0,23909.0,20339.185546875,1093156
2018-01-22,23909.0,24396.0,23639.0,23837.0,20277.9375,1590293
2018-01-23,23980.0,24750.0,23904.0,24627.0,20949.984375,1215827
2018-01-24,24662.0,24946.0,24300.0,24800.0,21097.154296875,1312675
2018-01-25,24800.0,25098.0,24573.0,24924.0,21202.63671875,1064953
2018-01-26,24816.0,25203.0,24571.0,24651.0,20970.400390625,1511660
2018-01-29,24500.0,24696.0,24020.0,24301.0,20672.654296875,2254638
2018-01-30,23860.0,24457.0,23505.0,23977.0,20397.033203125,2990879
2018-01-31,23977.0,24876.0,23800.0,24675.0,20990.818359375,1928979
2018-02-01,24580.0,25086.0,24500.0,24999.0,21266.439453125,3170313
2018-02-02,24800.0,25143.0,23958.0,24036.0,20447.22265625,1922441
2018-02-05,23859.0,24000.0,23211.0,23534.0,20020.177734375,2963937
2018-02-06,22810.0,23451.0,22238.0,23430.0,19931.705078125,1689318
