,Date,Period End,year,month,YMD,"To Musina,Total_3201","To Musina,Light_3201","To Musina,Short HV_3201","To Musina,Medium HV_3201","To Musina,Long HV_3201","To Beit Bridge,Total_3201","To Beit Bridge,Light_3201","To Beit Bridge,Short HV_3201","To Beit Bridge,Medium HV_3201","To Beit Bridge,Long HV_3201","Road,Total_3201","Road,Light_3201","Road,Short HV_3201","Road,Medium HV_3201","Road,Long HV_3201","To Beit Bridge,Total_3202","To Beit Bridge,Light_3202","To Beit Bridge,Short HV_3202","To Beit Bridge,Medium HV_3202","To Beit Bridge,Long HV_3202","To Musina,Total_3202","To Musina,Light_3202","To Musina,Short HV_3202","To Musina,Medium HV_3202","To Musina,Long HV_3202","Road,Total_3202","Road,Light_3202","Road,Short HV_3202","Road,Medium HV_3202","Road,Long HV_3202",_merge,dt
8861,2021-01-12,18:00:00,2021,1,2021-01-12,330.0,252.0,19.0,11.0,48.0,420.0,339.0,9.0,10.0,62.0,750.0,591.0,28.0,21.0,110.0,333.0,231.0,34.0,12.0,56.0,423.0,318.0,32.0,7.0,66.0,756.0,549.0,66.0,19.0,122.0,both,2021-01-12
8862,2021-01-12,21:00:00,2021,1,2021-01-12,262.0,173.0,24.0,20.0,45.0,320.0,251.0,16.0,10.0,43.0,582.0,424.0,40.0,30.0,88.0,251.0,153.0,26.0,14.0,58.0,298.0,220.0,26.0,9.0,43.0,549.0,373.0,52.0,23.0,101.0,both,2021-01-12
8863,2021-01-12,24:00:00,2021,1,2021-01-12,66.0,38.0,8.0,6.0,14.0,103.0,55.0,9.0,10.0,29.0,169.0,93.0,17.0,16.0,43.0,60.0,35.0,4.0,5.0,16.0,111.0,51.0,7.0,8.0,45.0,171.0,86.0,11.0,13.0,61.0,both,2021-01-12
8864,2021-01-13,03:00:00,2021,1,2021-01-13,23.0,13.0,3.0,2.0,5.0,25.0,12.0,0.0,4.0,9.0,48.0,25.0,3.0,6.0,14.0,23.0,9.0,4.0,1.0,9.0,22.0,8.0,1.0,4.0,9.0,45.0,17.0,5.0,5.0,18.0,both,2021-01-13
8865,2021-01-13,06:00:00,2021,1,2021-01-13,218.0,175.0,4.0,6.0,33.0,133.0,114.0,3.0,5.0,11.0,351.0,289.0,7.0,11.0,44.0,222.0,171.0,7.0,9.0,35.0,123.0,97.0,8.0,7.0,11.0,345.0,268.0,15.0,16.0,46.0,both,2021-01-13
8866,2021-01-13,09:00:00,2021,1,2021-01-13,436.0,384.0,10.0,10.0,32.0,352.0,287.0,12.0,21.0,32.0,788.0,671.0,22.0,31.0,64.0,458.0,370.0,34.0,15.0,39.0,342.0,266.0,20.0,27.0,29.0,800.0,636.0,54.0,42.0,68.0,both,2021-01-13
8867,2021-01-13,12:00:00,2021,1,2021-01-13,339.0,258.0,19.0,15.0,47.0,389.0,314.0,13.0,11.0,51.0,728.0,572.0,32.0,26.0,98.0,339.0,233.0,38.0,9.0,59.0,370.0,269.0,42.0,10.0,49.0,709.0,502.0,80.0,19.0,108.0,both,2021-01-13
8868,2021-01-13,15:00:00,2021,1,2021-01-13,354.0,277.0,19.0,9.0,49.0,417.0,340.0,12.0,18.0,47.0,771.0,617.0,31.0,27.0,96.0,350.0,245.0,40.0,5.0,60.0,425.0,305.0,39.0,14.0,67.0,775.0,550.0,79.0,19.0,127.0,both,2021-01-13
8869,2021-01-13,18:00:00,2021,1,2021-01-13,381.0,271.0,25.0,19.0,66.0,431.0,350.0,15.0,7.0,59.0,812.0,621.0,40.0,26.0,125.0,374.0,250.0,34.0,19.0,71.0,440.0,316.0,40.0,18.0,66.0,814.0,566.0,74.0,37.0,137.0,both,2021-01-13
8870,2021-01-13,21:00:00,2021,1,2021-01-13,283.0,185.0,19.0,14.0,65.0,315.0,254.0,18.0,8.0,35.0,598.0,439.0,37.0,22.0,100.0,282.0,172.0,20.0,15.0,75.0,317.0,239.0,27.0,10.0,41.0,599.0,411.0,47.0,25.0,116.0,both,2021-01-13
8871,2021-01-13,24:00:00,2021,1,2021-01-13,88.0,50.0,5.0,10.0,23.0,125.0,62.0,10.0,7.0,46.0,213.0,112.0,15.0,17.0,69.0,79.0,43.0,4.0,5.0,27.0,115.0,57.0,8.0,6.0,44.0,194.0,100.0,12.0,11.0,71.0,both,2021-01-13
8872,2021-01-14,03:00:00,2021,1,2021-01-14,46.0,25.0,3.0,4.0,14.0,70.0,26.0,2.0,8.0,34.0,116.0,51.0,5.0,12.0,48.0,38.0,17.0,5.0,4.0,12.0,71.0,21.0,3.0,5.0,42.0,109.0,38.0,8.0,9.0,54.0,both,2021-01-14
8873,2021-01-14,06:00:00,2021,1,2021-01-14,204.0,171.0,1.0,10.0,22.0,154.0,105.0,7.0,12.0,30.0,358.0,276.0,8.0,22.0,52.0,215.0,173.0,4.0,12.0,26.0,150.0,100.0,6.0,11.0,33.0,365.0,273.0,10.0,23.0,59.0,both,2021-01-14
8874,2021-01-14,09:00:00,2021,1,2021-01-14,426.0,358.0,13.0,17.0,38.0,314.0,254.0,15.0,13.0,32.0,740.0,612.0,28.0,30.0,70.0,434.0,353.0,25.0,8.0,48.0,311.0,230.0,32.0,17.0,32.0,745.0,583.0,57.0,25.0,80.0,both,2021-01-14
8875,2021-01-14,12:00:00,2021,1,2021-01-14,394.0,303.0,33.0,18.0,40.0,408.0,332.0,17.0,12.0,47.0,802.0,635.0,50.0,30.0,87.0,386.0,268.0,53.0,11.0,54.0,405.0,300.0,38.0,14.0,53.0,791.0,568.0,91.0,25.0,107.0,both,2021-01-14
8876,2021-01-14,15:00:00,2021,1,2021-01-14,370.0,283.0,19.0,18.0,50.0,427.0,347.0,20.0,9.0,51.0,797.0,630.0,39.0,27.0,101.0,383.0,268.0,35.0,16.0,64.0,422.0,318.0,41.0,10.0,53.0,805.0,586.0,76.0,26.0,117.0,both,2021-01-14
8877,2021-01-14,18:00:00,2021,1,2021-01-14,389.0,277.0,26.0,20.0,66.0,430.0,350.0,19.0,21.0,40.0,819.0,627.0,45.0,41.0,106.0,381.0,254.0,38.0,9.0,80.0,436.0,331.0,33.0,15.0,57.0,817.0,585.0,71.0,24.0,137.0,both,2021-01-14
8878,2021-01-14,21:00:00,2021,1,2021-01-14,236.0,156.0,17.0,17.0,46.0,272.0,227.0,15.0,4.0,26.0,508.0,383.0,32.0,21.0,72.0,244.0,150.0,25.0,13.0,56.0,287.0,219.0,30.0,10.0,28.0,531.0,369.0,55.0,23.0,84.0,both,2021-01-14
8879,2021-01-14,24:00:00,2021,1,2021-01-14,108.0,55.0,10.0,11.0,32.0,106.0,69.0,8.0,7.0,22.0,214.0,124.0,18.0,18.0,54.0,106.0,44.0,12.0,13.0,37.0,110.0,62.0,12.0,10.0,26.0,216.0,106.0,24.0,23.0,63.0,both,2021-01-14
8880,2021-01-15,03:00:00,2021,1,2021-01-15,53.0,35.0,2.0,6.0,10.0,83.0,38.0,4.0,8.0,33.0,136.0,73.0,6.0,14.0,43.0,50.0,30.0,5.0,4.0,11.0,82.0,34.0,4.0,6.0,38.0,132.0,64.0,9.0,10.0,49.0,both,2021-01-15
8881,2021-01-15,06:00:00,2021,1,2021-01-15,190.0,164.0,4.0,10.0,12.0,168.0,108.0,6.0,13.0,41.0,358.0,272.0,10.0,23.0,53.0,207.0,171.0,3.0,15.0,18.0,154.0,99.0,2.0,13.0,40.0,361.0,270.0,5.0,28.0,58.0,both,2021-01-15
8882,2021-01-15,09:00:00,2021,1,2021-01-15,449.0,368.0,15.0,25.0,41.0,351.0,270.0,19.0,16.0,46.0,800.0,638.0,34.0,41.0,87.0,444.0,338.0,38.0,14.0,54.0,351.0,247.0,38.0,14.0,52.0,795.0,585.0,76.0,28.0,106.0,both,2021-01-15
8883,2021-01-15,12:00:00,2021,1,2021-01-15,372.0,278.0,24.0,17.0,53.0,452.0,362.0,30.0,12.0,48.0,824.0,640.0,54.0,29.0,101.0,368.0,253.0,37.0,6.0,72.0,449.0,342.0,32.0,18.0,57.0,817.0,595.0,69.0,24.0,129.0,both,2021-01-15
8884,2021-01-15,15:00:00,2021,1,2021-01-15,383.0,281.0,23.0,20.0,59.0,419.0,345.0,23.0,11.0,40.0,802.0,626.0,46.0,31.0,99.0,379.0,261.0,34.0,13.0,71.0,417.0,319.0,36.0,13.0,49.0,796.0,580.0,70.0,26.0,120.0,both,2021-01-15
8885,2021-01-15,18:00:00,2021,1,2021-01-15,432.0,285.0,43.0,37.0,67.0,450.0,337.0,29.0,20.0,64.0,882.0,622.0,72.0,57.0,131.0,432.0,259.0,56.0,25.0,92.0,452.0,310.0,48.0,14.0,80.0,884.0,569.0,104.0,39.0,172.0,both,2021-01-15
8886,2021-01-15,21:00:00,2021,1,2021-01-15,315.0,195.0,28.0,15.0,77.0,325.0,250.0,16.0,14.0,45.0,640.0,445.0,44.0,29.0,122.0,313.0,181.0,28.0,12.0,92.0,321.0,228.0,31.0,14.0,48.0,634.0,409.0,59.0,26.0,140.0,both,2021-01-15
8887,2021-01-15,24:00:00,2021,1,2021-01-15,121.0,73.0,4.0,10.0,34.0,92.0,61.0,3.0,12.0,16.0,213.0,134.0,7.0,22.0,50.0,118.0,67.0,6.0,6.0,39.0,93.0,57.0,6.0,13.0,17.0,211.0,124.0,12.0,19.0,56.0,both,2021-01-15
8888,2021-01-16,03:00:00,2021,1,2021-01-16,52.0,32.0,2.0,4.0,14.0,58.0,28.0,1.0,13.0,16.0,110.0,60.0,3.0,17.0,30.0,51.0,29.0,3.0,4.0,15.0,56.0,25.0,3.0,6.0,22.0,107.0,54.0,6.0,10.0,37.0,both,2021-01-16
8889,2021-01-16,06:00:00,2021,1,2021-01-16,202.0,172.0,4.0,8.0,18.0,175.0,111.0,5.0,12.0,47.0,377.0,283.0,9.0,20.0,65.0,203.0,168.0,7.0,8.0,20.0,179.0,105.0,11.0,5.0,58.0,382.0,273.0,18.0,13.0,78.0,both,2021-01-16
8890,2021-01-16,09:00:00,2021,1,2021-01-16,360.0,298.0,16.0,15.0,31.0,297.0,242.0,14.0,8.0,33.0,657.0,540.0,30.0,23.0,64.0,364.0,294.0,21.0,10.0,39.0,284.0,219.0,24.0,10.0,31.0,648.0,513.0,45.0,20.0,70.0,both,2021-01-16
8891,2021-01-16,12:00:00,2021,1,2021-01-16,405.0,290.0,32.0,16.0,67.0,388.0,307.0,29.0,14.0,38.0,793.0,597.0,61.0,30.0,105.0,401.0,269.0,43.0,11.0,78.0,388.0,286.0,34.0,20.0,48.0,789.0,555.0,77.0,31.0,126.0,both,2021-01-16
8892,2021-01-16,15:00:00,2021,1,2021-01-16,329.0,241.0,19.0,10.0,59.0,390.0,314.0,14.0,6.0,56.0,719.0,555.0,33.0,16.0,115.0,327.0,221.0,30.0,7.0,69.0,398.0,299.0,34.0,6.0,59.0,725.0,520.0,64.0,13.0,128.0,both,2021-01-16
8893,2021-01-16,18:00:00,2021,1,2021-01-16,378.0,241.0,26.0,29.0,82.0,335.0,256.0,17.0,11.0,51.0,713.0,497.0,43.0,40.0,133.0,377.0,221.0,27.0,25.0,104.0,332.0,245.0,23.0,8.0,56.0,709.0,466.0,50.0,33.0,160.0,both,2021-01-16
8894,2021-01-16,21:00:00,2021,1,2021-01-16,287.0,174.0,16.0,22.0,75.0,307.0,238.0,18.0,21.0,30.0,594.0,412.0,34.0,43.0,105.0,290.0,160.0,30.0,21.0,79.0,313.0,228.0,28.0,23.0,34.0,603.0,388.0,58.0,44.0,113.0,both,2021-01-16
8895,2021-01-16,24:00:00,2021,1,2021-01-16,132.0,84.0,12.0,7.0,29.0,119.0,82.0,2.0,11.0,24.0,251.0,166.0,14.0,18.0,53.0,121.0,67.0,5.0,13.0,36.0,116.0,76.0,3.0,8.0,29.0,237.0,143.0,8.0,21.0,65.0,both,2021-01-16
8896,2021-01-17,03:00:00,2021,1,2021-01-17,54.0,27.0,3.0,5.0,19.0,72.0,29.0,2.0,8.0,33.0,126.0,56.0,5.0,13.0,52.0,54.0,22.0,2.0,9.0,21.0,72.0,29.0,0.0,9.0,34.0,126.0,51.0,2.0,18.0,55.0,both,2021-01-17
8897,2021-01-17,06:00:00,2021,1,2021-01-17,193.0,136.0,4.0,13.0,40.0,128.0,75.0,10.0,17.0,26.0,321.0,211.0,14.0,30.0,66.0,192.0,131.0,4.0,9.0,48.0,120.0,64.0,10.0,12.0,34.0,312.0,195.0,14.0,21.0,82.0,both,2021-01-17
8898,2021-01-17,09:00:00,2021,1,2021-01-17,318.0,240.0,21.0,15.0,42.0,271.0,200.0,8.0,22.0,41.0,589.0,440.0,29.0,37.0,83.0,309.0,222.0,23.0,10.0,54.0,272.0,186.0,20.0,20.0,46.0,581.0,408.0,43.0,30.0,100.0,both,2021-01-17
8899,2021-01-17,12:00:00,2021,1,2021-01-17,324.0,225.0,28.0,21.0,50.0,358.0,254.0,19.0,24.0,61.0,682.0,479.0,47.0,45.0,111.0,316.0,198.0,30.0,12.0,76.0,350.0,231.0,34.0,22.0,63.0,666.0,429.0,64.0,34.0,139.0,both,2021-01-17
8900,2021-01-17,15:00:00,2021,1,2021-01-17,343.0,238.0,27.0,17.0,61.0,324.0,255.0,15.0,17.0,37.0,667.0,493.0,42.0,34.0,98.0,333.0,222.0,23.0,14.0,74.0,324.0,236.0,20.0,20.0,48.0,657.0,458.0,43.0,34.0,122.0,both,2021-01-17
8901,2021-01-17,18:00:00,2021,1,2021-01-17,286.0,193.0,23.0,7.0,63.0,266.0,209.0,16.0,11.0,30.0,552.0,402.0,39.0,18.0,93.0,289.0,179.0,32.0,6.0,72.0,268.0,189.0,30.0,10.0,39.0,557.0,368.0,62.0,16.0,111.0,both,2021-01-17
8902,2021-01-17,21:00:00,2021,1,2021-01-17,213.0,152.0,12.0,13.0,36.0,298.0,227.0,10.0,14.0,47.0,511.0,379.0,22.0,27.0,83.0,209.0,139.0,15.0,6.0,49.0,291.0,208.0,22.0,14.0,47.0,500.0,347.0,37.0,20.0,96.0,both,2021-01-17
8903,2021-01-17,24:00:00,2021,1,2021-01-17,116.0,75.0,4.0,8.0,29.0,132.0,82.0,7.0,8.0,35.0,248.0,157.0,11.0,16.0,64.0,112.0,65.0,8.0,4.0,35.0,131.0,72.0,14.0,6.0,39.0,243.0,137.0,22.0,10.0,74.0,both,2021-01-17
8904,2021-01-18,03:00:00,2021,1,2021-01-18,40.0,23.0,1.0,4.0,12.0,95.0,23.0,5.0,19.0,48.0,135.0,46.0,6.0,23.0,60.0,38.0,21.0,4.0,1.0,12.0,91.0,18.0,7.0,12.0,54.0,129.0,39.0,11.0,13.0,66.0,both,2021-01-18
8905,2021-01-18,06:00:00,2021,1,2021-01-18,185.0,145.0,2.0,13.0,25.0,145.0,90.0,6.0,11.0,38.0,330.0,235.0,8.0,24.0,63.0,186.0,140.0,6.0,12.0,28.0,149.0,83.0,12.0,7.0,47.0,335.0,223.0,18.0,19.0,75.0,both,2021-01-18
8906,2021-01-18,09:00:00,2021,1,2021-01-18,419.0,374.0,13.0,6.0,26.0,358.0,277.0,24.0,9.0,48.0,777.0,651.0,37.0,15.0,74.0,434.0,365.0,30.0,7.0,32.0,353.0,256.0,34.0,12.0,51.0,787.0,621.0,64.0,19.0,83.0,both,2021-01-18
8907,2021-01-18,12:00:00,2021,1,2021-01-18,359.0,270.0,25.0,25.0,39.0,407.0,296.0,22.0,27.0,62.0,766.0,566.0,47.0,52.0,101.0,373.0,247.0,53.0,12.0,61.0,412.0,277.0,41.0,26.0,68.0,785.0,524.0,94.0,38.0,129.0,both,2021-01-18
8908,2021-01-18,15:00:00,2021,1,2021-01-18,360.0,286.0,25.0,12.0,37.0,435.0,330.0,23.0,23.0,59.0,795.0,616.0,48.0,35.0,96.0,352.0,248.0,53.0,9.0,42.0,429.0,303.0,43.0,15.0,68.0,781.0,551.0,96.0,24.0,110.0,both,2021-01-18
8909,2021-01-18,18:00:00,2021,1,2021-01-18,396.0,289.0,36.0,13.0,58.0,426.0,337.0,21.0,14.0,54.0,822.0,626.0,57.0,27.0,112.0,398.0,270.0,42.0,10.0,76.0,419.0,312.0,34.0,17.0,56.0,817.0,582.0,76.0,27.0,132.0,both,2021-01-18
8910,2021-01-18,21:00:00,2021,1,2021-01-18,214.0,154.0,12.0,9.0,39.0,315.0,238.0,9.0,21.0,47.0,529.0,392.0,21.0,30.0,86.0,224.0,150.0,22.0,8.0,44.0,325.0,227.0,19.0,16.0,63.0,549.0,377.0,41.0,24.0,107.0,both,2021-01-18
8911,2021-01-18,24:00:00,2021,1,2021-01-18,93.0,53.0,9.0,7.0,24.0,88.0,55.0,6.0,6.0,21.0,181.0,108.0,15.0,13.0,45.0,81.0,42.0,10.0,4.0,25.0,92.0,53.0,11.0,6.0,22.0,173.0,95.0,21.0,10.0,47.0,both,2021-01-18
8912,2021-01-19,03:00:00,2021,1,2021-01-19,40.0,23.0,1.0,5.0,11.0,31.0,19.0,3.0,2.0,7.0,71.0,42.0,4.0,7.0,18.0,40.0,21.0,3.0,4.0,12.0,32.0,19.0,2.0,1.0,10.0,72.0,40.0,5.0,5.0,22.0,both,2021-01-19
8913,2021-01-19,06:00:00,2021,1,2021-01-19,177.0,133.0,3.0,16.0,25.0,119.0,85.0,2.0,5.0,27.0,296.0,218.0,5.0,21.0,52.0,186.0,134.0,6.0,16.0,30.0,112.0,77.0,5.0,2.0,28.0,298.0,211.0,11.0,18.0,58.0,both,2021-01-19
8914,2021-01-19,09:00:00,2021,1,2021-01-19,399.0,351.0,17.0,9.0,22.0,309.0,248.0,18.0,9.0,34.0,708.0,599.0,35.0,18.0,56.0,416.0,344.0,34.0,6.0,32.0,296.0,221.0,26.0,12.0,37.0,712.0,565.0,60.0,18.0,69.0,both,2021-01-19
8915,2021-01-19,12:00:00,2021,1,2021-01-19,328.0,272.0,11.0,12.0,33.0,374.0,300.0,20.0,15.0,39.0,702.0,572.0,31.0,27.0,72.0,332.0,253.0,27.0,7.0,45.0,360.0,271.0,27.0,13.0,49.0,692.0,524.0,54.0,20.0,94.0,both,2021-01-19
8916,2021-01-19,15:00:00,2021,1,2021-01-19,347.0,251.0,26.0,10.0,60.0,389.0,302.0,24.0,12.0,51.0,736.0,553.0,50.0,22.0,111.0,342.0,230.0,44.0,14.0,54.0,387.0,273.0,38.0,14.0,62.0,729.0,503.0,82.0,28.0,116.0,both,2021-01-19
8917,2021-01-19,18:00:00,2021,1,2021-01-19,369.0,269.0,23.0,16.0,61.0,394.0,326.0,8.0,14.0,46.0,763.0,595.0,31.0,30.0,107.0,364.0,245.0,34.0,16.0,69.0,393.0,298.0,32.0,12.0,51.0,757.0,543.0,66.0,28.0,120.0,both,2021-01-19
8918,2021-01-19,21:00:00,2021,1,2021-01-19,274.0,194.0,20.0,12.0,48.0,312.0,241.0,15.0,14.0,42.0,586.0,435.0,35.0,26.0,90.0,278.0,180.0,35.0,13.0,50.0,310.0,219.0,31.0,9.0,51.0,588.0,399.0,66.0,22.0,101.0,both,2021-01-19
8919,2021-01-19,24:00:00,2021,1,2021-01-19,112.0,59.0,9.0,8.0,36.0,122.0,71.0,7.0,7.0,37.0,234.0,130.0,16.0,15.0,73.0,110.0,46.0,15.0,11.0,38.0,124.0,66.0,14.0,4.0,40.0,234.0,112.0,29.0,15.0,78.0,both,2021-01-19
8920,2021-01-20,03:00:00,2021,1,2021-01-20,49.0,28.0,6.0,3.0,12.0,74.0,17.0,5.0,12.0,40.0,123.0,45.0,11.0,15.0,52.0,47.0,22.0,5.0,1.0,19.0,74.0,14.0,7.0,6.0,47.0,121.0,36.0,12.0,7.0,66.0,both,2021-01-20
8921,2021-01-20,06:00:00,2021,1,2021-01-20,192.0,140.0,2.0,14.0,36.0,119.0,83.0,4.0,8.0,24.0,311.0,223.0,6.0,22.0,60.0,190.0,133.0,9.0,7.0,41.0,111.0,70.0,7.0,6.0,28.0,301.0,203.0,16.0,13.0,69.0,both,2021-01-20
8922,2021-01-20,09:00:00,2021,1,2021-01-20,467.0,397.0,17.0,13.0,40.0,363.0,312.0,11.0,14.0,26.0,830.0,709.0,28.0,27.0,66.0,484.0,384.0,40.0,8.0,52.0,353.0,279.0,31.0,10.0,33.0,837.0,663.0,71.0,18.0,85.0,both,2021-01-20
8923,2021-01-20,12:00:00,2021,1,2021-01-20,363.0,284.0,21.0,11.0,47.0,372.0,292.0,27.0,15.0,38.0,735.0,576.0,48.0,26.0,85.0,358.0,250.0,38.0,11.0,59.0,371.0,274.0,35.0,18.0,44.0,729.0,524.0,73.0,29.0,103.0,both,2021-01-20
8924,2021-01-20,15:00:00,2021,1,2021-01-20,413.0,311.0,30.0,17.0,55.0,435.0,353.0,26.0,9.0,47.0,848.0,664.0,56.0,26.0,102.0,410.0,277.0,45.0,14.0,74.0,417.0,313.0,43.0,9.0,52.0,827.0,590.0,88.0,23.0,126.0,both,2021-01-20
8925,2021-01-20,18:00:00,2021,1,2021-01-20,411.0,278.0,46.0,14.0,73.0,464.0,368.0,15.0,28.0,53.0,875.0,646.0,61.0,42.0,126.0,409.0,257.0,56.0,12.0,84.0,460.0,340.0,42.0,29.0,49.0,869.0,597.0,98.0,41.0,133.0,both,2021-01-20
8926,2021-01-20,21:00:00,2021,1,2021-01-20,251.0,163.0,24.0,16.0,48.0,324.0,242.0,14.0,26.0,42.0,575.0,405.0,38.0,42.0,90.0,245.0,149.0,19.0,18.0,59.0,333.0,228.0,22.0,19.0,64.0,578.0,377.0,41.0,37.0,123.0,both,2021-01-20
8927,2021-01-20,24:00:00,2021,1,2021-01-20,94.0,61.0,7.0,5.0,21.0,115.0,67.0,3.0,12.0,33.0,209.0,128.0,10.0,17.0,54.0,91.0,53.0,8.0,3.0,27.0,112.0,62.0,6.0,3.0,41.0,203.0,115.0,14.0,6.0,68.0,both,2021-01-20
8928,2021-01-21,03:00:00,2021,1,2021-01-21,43.0,23.0,2.0,3.0,15.0,75.0,11.0,2.0,11.0,51.0,118.0,34.0,4.0,14.0,66.0,31.0,13.0,0.0,1.0,17.0,73.0,7.0,1.0,5.0,60.0,104.0,20.0,1.0,6.0,77.0,both,2021-01-21
8929,2021-01-21,06:00:00,2021,1,2021-01-21,178.0,143.0,6.0,7.0,22.0,117.0,60.0,1.0,11.0,45.0,295.0,203.0,7.0,18.0,67.0,188.0,136.0,13.0,1.0,38.0,119.0,54.0,5.0,4.0,56.0,307.0,190.0,18.0,5.0,94.0,both,2021-01-21
8930,2021-01-21,09:00:00,2021,1,2021-01-21,473.0,404.0,20.0,17.0,32.0,371.0,309.0,10.0,14.0,38.0,844.0,713.0,30.0,31.0,70.0,493.0,378.0,38.0,14.0,63.0,362.0,278.0,27.0,13.0,44.0,855.0,656.0,65.0,27.0,107.0,both,2021-01-21
8931,2021-01-21,12:00:00,2021,1,2021-01-21,430.0,346.0,55.0,16.0,13.0,420.0,309.0,24.0,17.0,70.0,850.0,655.0,79.0,33.0,83.0,425.0,295.0,43.0,16.0,71.0,404.0,280.0,40.0,13.0,71.0,829.0,575.0,83.0,29.0,142.0,both,2021-01-21
8932,2021-01-21,15:00:00,2021,1,2021-01-21,396.0,311.0,52.0,14.0,19.0,461.0,380.0,20.0,18.0,43.0,857.0,691.0,72.0,32.0,62.0,387.0,252.0,33.0,15.0,87.0,457.0,340.0,46.0,20.0,51.0,844.0,592.0,79.0,35.0,138.0,both,2021-01-21
8933,2021-01-21,18:00:00,2021,1,2021-01-21,424.0,334.0,65.0,13.0,12.0,448.0,355.0,16.0,17.0,60.0,872.0,689.0,81.0,30.0,72.0,401.0,258.0,45.0,12.0,86.0,440.0,318.0,37.0,19.0,66.0,841.0,576.0,82.0,31.0,152.0,both,2021-01-21
8934,2021-01-21,21:00:00,2021,1,2021-01-21,285.0,213.0,43.0,13.0,16.0,338.0,236.0,16.0,17.0,69.0,623.0,449.0,59.0,30.0,85.0,283.0,180.0,19.0,17.0,67.0,327.0,219.0,26.0,10.0,72.0,610.0,399.0,45.0,27.0,139.0,both,2021-01-21
8935,2021-01-21,24:00:00,2021,1,2021-01-21,149.0,90.0,38.0,12.0,9.0,189.0,101.0,3.0,24.0,61.0,338.0,191.0,41.0,36.0,70.0,104.0,57.0,8.0,9.0,30.0,181.0,91.0,6.0,11.0,73.0,285.0,148.0,14.0,20.0,103.0,both,2021-01-21
8936,2021-01-22,03:00:00,2021,1,2021-01-22,75.0,42.0,4.0,7.0,22.0,100.0,43.0,5.0,6.0,46.0,175.0,85.0,9.0,13.0,68.0,73.0,35.0,6.0,5.0,27.0,105.0,39.0,5.0,5.0,56.0,178.0,74.0,11.0,10.0,83.0,both,2021-01-22
8937,2021-01-22,06:00:00,2021,1,2021-01-22,211.0,136.0,4.0,14.0,57.0,134.0,96.0,4.0,7.0,27.0,345.0,232.0,8.0,21.0,84.0,216.0,139.0,2.0,5.0,70.0,137.0,93.0,6.0,3.0,35.0,353.0,232.0,8.0,8.0,105.0,both,2021-01-22
8938,2021-01-22,09:00:00,2021,1,2021-01-22,452.0,369.0,15.0,17.0,51.0,322.0,257.0,16.0,14.0,35.0,774.0,626.0,31.0,31.0,86.0,459.0,360.0,29.0,9.0,61.0,319.0,235.0,37.0,7.0,40.0,778.0,595.0,66.0,16.0,101.0,both,2021-01-22
8939,2021-01-22,12:00:00,2021,1,2021-01-22,392.0,324.0,41.0,13.0,14.0,398.0,305.0,19.0,19.0,55.0,790.0,629.0,60.0,32.0,69.0,407.0,288.0,45.0,16.0,58.0,383.0,284.0,34.0,9.0,56.0,790.0,572.0,79.0,25.0,114.0,both,2021-01-22
8940,2021-01-22,15:00:00,2021,1,2021-01-22,395.0,327.0,44.0,7.0,17.0,442.0,350.0,11.0,28.0,53.0,837.0,677.0,55.0,35.0,70.0,383.0,268.0,45.0,6.0,64.0,431.0,313.0,34.0,23.0,61.0,814.0,581.0,79.0,29.0,125.0,both,2021-01-22
8941,2021-01-22,18:00:00,2021,1,2021-01-22,375.0,319.0,40.0,11.0,5.0,452.0,365.0,16.0,14.0,57.0,827.0,684.0,56.0,25.0,62.0,402.0,317.0,47.0,12.0,26.0,436.0,321.0,38.0,10.0,67.0,838.0,638.0,85.0,22.0,93.0,both,2021-01-22
8942,2021-01-22,21:00:00,2021,1,2021-01-22,330.0,240.0,67.0,16.0,7.0,358.0,293.0,14.0,8.0,43.0,688.0,533.0,81.0,24.0,50.0,307.0,188.0,33.0,14.0,72.0,335.0,254.0,33.0,5.0,43.0,642.0,442.0,66.0,19.0,115.0,both,2021-01-22
8943,2021-01-22,24:00:00,2021,1,2021-01-22,194.0,135.0,33.0,12.0,14.0,151.0,102.0,9.0,5.0,35.0,345.0,237.0,42.0,17.0,49.0,138.0,76.0,11.0,9.0,42.0,146.0,84.0,18.0,4.0,40.0,284.0,160.0,29.0,13.0,82.0,both,2021-01-22
8944,2021-01-23,03:00:00,2021,1,2021-01-23,124.0,69.0,33.0,10.0,12.0,74.0,38.0,3.0,7.0,26.0,198.0,107.0,36.0,17.0,38.0,68.0,27.0,2.0,7.0,32.0,73.0,33.0,4.0,6.0,30.0,141.0,60.0,6.0,13.0,62.0,both,2021-01-23
8945,2021-01-23,06:00:00,2021,1,2021-01-23,208.0,168.0,21.0,10.0,9.0,140.0,87.0,11.0,12.0,30.0,348.0,255.0,32.0,22.0,39.0,200.0,157.0,5.0,8.0,30.0,137.0,84.0,13.0,11.0,29.0,337.0,241.0,18.0,19.0,59.0,both,2021-01-23
8946,2021-01-23,09:00:00,2021,1,2021-01-23,407.0,343.0,26.0,19.0,19.0,350.0,287.0,14.0,17.0,32.0,757.0,630.0,40.0,36.0,51.0,414.0,321.0,23.0,14.0,56.0,336.0,256.0,27.0,15.0,38.0,750.0,577.0,50.0,29.0,94.0,both,2021-01-23
