,Date,Period End,year,month,YMD,"To Musina,Total_3201","To Musina,Light_3201","To Musina,Short HV_3201","To Musina,Medium HV_3201","To Musina,Long HV_3201","To Beit Bridge,Total_3201","To Beit Bridge,Light_3201","To Beit Bridge,Short HV_3201","To Beit Bridge,Medium HV_3201","To Beit Bridge,Long HV_3201","Road,Total_3201","Road,Light_3201","Road,Short HV_3201","Road,Medium HV_3201","Road,Long HV_3201","To Beit Bridge,Total_3202","To Beit Bridge,Light_3202","To Beit Bridge,Short HV_3202","To Beit Bridge,Medium HV_3202","To Beit Bridge,Long HV_3202","To Musina,Total_3202","To Musina,Light_3202","To Musina,Short HV_3202","To Musina,Medium HV_3202","To Musina,Long HV_3202","Road,Total_3202","Road,Light_3202","Road,Short HV_3202","Road,Medium HV_3202","Road,Long HV_3202",_merge,dt
0,2018-01-01,03:00:00,2018,1,2018-01-01,129.0,98.0,6.0,13.0,12.0,360.0,307.0,23.0,12.0,18.0,489.0,405.0,29.0,25.0,30.0,126.0,83.0,11.0,18.0,14.0,359.0,271.0,52.0,15.0,21.0,485.0,354.0,63.0,33.0,35.0,both,2018-01-01
1,2018-01-01,06:00:00,2018,1,2018-01-01,181.0,150.0,0.0,16.0,15.0,290.0,230.0,12.0,10.0,38.0,471.0,380.0,12.0,26.0,53.0,187.0,139.0,10.0,17.0,21.0,289.0,217.0,20.0,11.0,41.0,476.0,356.0,30.0,28.0,62.0,both,2018-01-01
2,2018-01-01,09:00:00,2018,1,2018-01-01,200.0,184.0,3.0,2.0,11.0,262.0,235.0,6.0,7.0,14.0,462.0,419.0,9.0,9.0,25.0,204.0,180.0,13.0,2.0,9.0,252.0,209.0,17.0,10.0,16.0,456.0,389.0,30.0,12.0,25.0,both,2018-01-01
3,2018-01-01,12:00:00,2018,1,2018-01-01,221.0,187.0,6.0,9.0,19.0,265.0,235.0,10.0,1.0,19.0,486.0,422.0,16.0,10.0,38.0,224.0,171.0,24.0,4.0,25.0,267.0,216.0,25.0,5.0,21.0,491.0,387.0,49.0,9.0,46.0,both,2018-01-01
4,2018-01-01,15:00:00,2018,1,2018-01-01,250.0,221.0,5.0,14.0,10.0,358.0,333.0,7.0,6.0,12.0,608.0,554.0,12.0,20.0,22.0,251.0,211.0,17.0,1.0,22.0,356.0,320.0,18.0,3.0,15.0,607.0,531.0,35.0,4.0,37.0,both,2018-01-01
5,2018-01-01,18:00:00,2018,1,2018-01-01,236.0,202.0,9.0,10.0,15.0,364.0,321.0,11.0,9.0,23.0,600.0,523.0,20.0,19.0,38.0,239.0,190.0,22.0,8.0,19.0,355.0,290.0,31.0,10.0,24.0,594.0,480.0,53.0,18.0,43.0,both,2018-01-01
6,2018-01-01,21:00:00,2018,1,2018-01-01,199.0,158.0,5.0,15.0,21.0,395.0,335.0,17.0,13.0,30.0,594.0,493.0,22.0,28.0,51.0,201.0,154.0,11.0,11.0,25.0,397.0,321.0,27.0,10.0,39.0,598.0,475.0,38.0,21.0,64.0,both,2018-01-01
7,2018-01-01,24:00:00,2018,1,2018-01-01,150.0,123.0,2.0,9.0,16.0,227.0,188.0,5.0,13.0,21.0,377.0,311.0,7.0,22.0,37.0,147.0,115.0,7.0,6.0,19.0,228.0,179.0,11.0,12.0,26.0,375.0,294.0,18.0,18.0,45.0,both,2018-01-01
8,2018-01-02,03:00:00,2018,1,2018-01-02,65.0,50.0,2.0,6.0,7.0,160.0,128.0,5.0,8.0,19.0,225.0,178.0,7.0,14.0,26.0,66.0,45.0,4.0,10.0,7.0,160.0,121.0,7.0,11.0,21.0,226.0,166.0,11.0,21.0,28.0,both,2018-01-02
9,2018-01-02,06:00:00,2018,1,2018-01-02,267.0,248.0,1.0,9.0,9.0,371.0,331.0,14.0,7.0,19.0,638.0,579.0,15.0,16.0,28.0,265.0,243.0,4.0,3.0,15.0,369.0,295.0,39.0,12.0,23.0,634.0,538.0,43.0,15.0,38.0,both,2018-01-02
10,2018-01-02,09:00:00,2018,1,2018-01-02,476.0,433.0,9.0,14.0,20.0,528.0,476.0,24.0,7.0,21.0,1004.0,909.0,33.0,21.0,41.0,490.0,418.0,33.0,7.0,32.0,516.0,415.0,64.0,16.0,21.0,1006.0,833.0,97.0,23.0,53.0,both,2018-01-02
11,2018-01-02,12:00:00,2018,1,2018-01-02,598.0,532.0,22.0,24.0,20.0,647.0,584.0,11.0,10.0,42.0,1245.0,1116.0,33.0,34.0,62.0,625.0,507.0,68.0,17.0,33.0,644.0,514.0,64.0,18.0,48.0,1269.0,1021.0,132.0,35.0,81.0,both,2018-01-02
12,2018-01-02,15:00:00,2018,1,2018-01-02,571.0,512.0,20.0,20.0,19.0,658.0,600.0,13.0,12.0,33.0,1229.0,1112.0,33.0,32.0,52.0,572.0,482.0,54.0,12.0,24.0,643.0,536.0,41.0,21.0,45.0,1215.0,1018.0,95.0,33.0,69.0,both,2018-01-02
13,2018-01-02,18:00:00,2018,1,2018-01-02,475.0,417.0,13.0,23.0,22.0,612.0,564.0,9.0,14.0,25.0,1087.0,981.0,22.0,37.0,47.0,481.0,389.0,44.0,19.0,29.0,603.0,519.0,42.0,16.0,26.0,1084.0,908.0,86.0,35.0,55.0,both,2018-01-02
14,2018-01-02,21:00:00,2018,1,2018-01-02,290.0,252.0,5.0,17.0,16.0,527.0,456.0,13.0,19.0,39.0,817.0,708.0,18.0,36.0,55.0,292.0,241.0,17.0,13.0,21.0,513.0,400.0,39.0,20.0,54.0,805.0,641.0,56.0,33.0,75.0,both,2018-01-02
15,2018-01-02,24:00:00,2018,1,2018-01-02,194.0,154.0,4.0,10.0,26.0,416.0,341.0,12.0,23.0,40.0,610.0,495.0,16.0,33.0,66.0,194.0,146.0,9.0,10.0,29.0,415.0,310.0,31.0,29.0,45.0,609.0,456.0,40.0,39.0,74.0,both,2018-01-02
16,2018-01-03,03:00:00,2018,1,2018-01-03,141.0,113.0,4.0,14.0,10.0,278.0,223.0,12.0,15.0,28.0,419.0,336.0,16.0,29.0,38.0,140.0,106.0,9.0,14.0,11.0,280.0,211.0,17.0,20.0,32.0,420.0,317.0,26.0,34.0,43.0,both,2018-01-03
17,2018-01-03,06:00:00,2018,1,2018-01-03,341.0,322.0,0.0,9.0,10.0,561.0,476.0,31.0,19.0,35.0,902.0,798.0,31.0,28.0,45.0,352.0,328.0,4.0,6.0,14.0,547.0,421.0,53.0,30.0,43.0,899.0,749.0,57.0,36.0,57.0,both,2018-01-03
18,2018-01-03,09:00:00,2018,1,2018-01-03,635.0,594.0,14.0,11.0,16.0,789.0,725.0,23.0,17.0,24.0,1424.0,1319.0,37.0,28.0,40.0,659.0,582.0,44.0,11.0,22.0,760.0,632.0,60.0,32.0,36.0,1419.0,1214.0,104.0,43.0,58.0,both,2018-01-03
19,2018-01-03,12:00:00,2018,1,2018-01-03,679.0,624.0,26.0,6.0,23.0,747.0,677.0,20.0,12.0,38.0,1426.0,1301.0,46.0,18.0,61.0,695.0,601.0,64.0,3.0,27.0,728.0,602.0,64.0,19.0,43.0,1423.0,1203.0,128.0,22.0,70.0,both,2018-01-03
20,2018-01-03,15:00:00,2018,1,2018-01-03,779.0,698.0,33.0,12.0,36.0,882.0,792.0,21.0,17.0,52.0,1661.0,1490.0,54.0,29.0,88.0,788.0,658.0,71.0,17.0,42.0,870.0,736.0,52.0,20.0,62.0,1658.0,1394.0,123.0,37.0,104.0,both,2018-01-03
21,2018-01-03,18:00:00,2018,1,2018-01-03,626.0,561.0,14.0,18.0,33.0,865.0,785.0,23.0,14.0,43.0,1491.0,1346.0,37.0,32.0,76.0,637.0,534.0,48.0,14.0,41.0,842.0,691.0,63.0,35.0,53.0,1479.0,1225.0,111.0,49.0,94.0,both,2018-01-03
22,2018-01-03,21:00:00,2018,1,2018-01-03,384.0,326.0,10.0,14.0,34.0,598.0,503.0,21.0,21.0,53.0,982.0,829.0,31.0,35.0,87.0,386.0,296.0,38.0,13.0,39.0,578.0,444.0,46.0,36.0,52.0,964.0,740.0,84.0,49.0,91.0,both,2018-01-03
23,2018-01-03,24:00:00,2018,1,2018-01-03,240.0,190.0,3.0,15.0,32.0,415.0,322.0,11.0,18.0,64.0,655.0,512.0,14.0,33.0,96.0,233.0,167.0,6.0,19.0,41.0,400.0,293.0,18.0,16.0,73.0,633.0,460.0,24.0,35.0,114.0,both,2018-01-03
24,2018-01-04,03:00:00,2018,1,2018-01-04,183.0,132.0,3.0,26.0,22.0,350.0,284.0,16.0,27.0,23.0,533.0,416.0,19.0,53.0,45.0,176.0,118.0,7.0,26.0,25.0,350.0,255.0,28.0,35.0,32.0,526.0,373.0,35.0,61.0,57.0,both,2018-01-04
25,2018-01-04,06:00:00,2018,1,2018-01-04,373.0,345.0,1.0,12.0,15.0,642.0,551.0,29.0,20.0,42.0,1015.0,896.0,30.0,32.0,57.0,383.0,344.0,9.0,10.0,20.0,614.0,479.0,52.0,27.0,56.0,997.0,823.0,61.0,37.0,76.0,both,2018-01-04
26,2018-01-04,09:00:00,2018,1,2018-01-04,604.0,560.0,11.0,9.0,24.0,817.0,737.0,36.0,15.0,29.0,1421.0,1297.0,47.0,24.0,53.0,632.0,563.0,32.0,6.0,31.0,807.0,654.0,81.0,30.0,42.0,1439.0,1217.0,113.0,36.0,73.0,both,2018-01-04
27,2018-01-04,12:00:00,2018,1,2018-01-04,716.0,642.0,30.0,16.0,28.0,853.0,760.0,24.0,18.0,51.0,1569.0,1402.0,54.0,34.0,79.0,723.0,599.0,72.0,13.0,39.0,822.0,661.0,73.0,30.0,58.0,1545.0,1260.0,145.0,43.0,97.0,both,2018-01-04
28,2018-01-04,15:00:00,2018,1,2018-01-04,863.0,774.0,24.0,22.0,43.0,948.0,862.0,19.0,17.0,50.0,1811.0,1636.0,43.0,39.0,93.0,874.0,718.0,85.0,12.0,59.0,933.0,781.0,60.0,35.0,57.0,1807.0,1499.0,145.0,47.0,116.0,both,2018-01-04
29,2018-01-04,18:00:00,2018,1,2018-01-04,671.0,582.0,25.0,20.0,44.0,828.0,732.0,23.0,28.0,45.0,1499.0,1314.0,48.0,48.0,89.0,686.0,567.0,41.0,11.0,67.0,816.0,668.0,57.0,34.0,57.0,1502.0,1235.0,98.0,45.0,124.0,both,2018-01-04
30,2018-01-04,21:00:00,2018,1,2018-01-04,395.0,336.0,8.0,20.0,31.0,564.0,491.0,10.0,12.0,51.0,959.0,827.0,18.0,32.0,82.0,408.0,325.0,30.0,16.0,37.0,553.0,447.0,34.0,19.0,53.0,961.0,772.0,64.0,35.0,90.0,both,2018-01-04
31,2018-01-04,24:00:00,2018,1,2018-01-04,245.0,185.0,8.0,18.0,34.0,457.0,388.0,15.0,16.0,38.0,702.0,573.0,23.0,34.0,72.0,236.0,166.0,21.0,15.0,34.0,458.0,347.0,37.0,26.0,48.0,694.0,513.0,58.0,41.0,82.0,both,2018-01-04
32,2018-01-05,03:00:00,2018,1,2018-01-05,166.0,127.0,3.0,16.0,20.0,305.0,242.0,16.0,14.0,33.0,471.0,369.0,19.0,30.0,53.0,164.0,113.0,3.0,24.0,24.0,304.0,219.0,27.0,19.0,39.0,468.0,332.0,30.0,43.0,63.0,both,2018-01-05
33,2018-01-05,06:00:00,2018,1,2018-01-05,400.0,361.0,7.0,14.0,18.0,546.0,466.0,32.0,16.0,32.0,946.0,827.0,39.0,30.0,50.0,398.0,348.0,7.0,14.0,29.0,529.0,405.0,54.0,33.0,37.0,927.0,753.0,61.0,47.0,66.0,both,2018-01-05
34,2018-01-05,09:00:00,2018,1,2018-01-05,659.0,587.0,23.0,22.0,27.0,783.0,718.0,38.0,9.0,18.0,1442.0,1305.0,61.0,31.0,45.0,665.0,566.0,40.0,6.0,53.0,746.0,604.0,86.0,28.0,28.0,1411.0,1170.0,126.0,34.0,81.0,both,2018-01-05
35,2018-01-05,12:00:00,2018,1,2018-01-05,720.0,632.0,34.0,27.0,27.0,823.0,741.0,20.0,16.0,46.0,1543.0,1373.0,54.0,43.0,73.0,738.0,612.0,70.0,13.0,43.0,783.0,640.0,65.0,27.0,51.0,1521.0,1252.0,135.0,40.0,94.0,both,2018-01-05
36,2018-01-05,15:00:00,2018,1,2018-01-05,847.0,750.0,36.0,14.0,47.0,963.0,871.0,20.0,24.0,48.0,1810.0,1621.0,56.0,38.0,95.0,855.0,719.0,75.0,7.0,54.0,940.0,780.0,69.0,31.0,60.0,1795.0,1499.0,144.0,38.0,114.0,both,2018-01-05
37,2018-01-05,18:00:00,2018,1,2018-01-05,684.0,611.0,23.0,11.0,39.0,831.0,747.0,17.0,22.0,45.0,1515.0,1358.0,40.0,33.0,84.0,694.0,575.0,59.0,11.0,49.0,828.0,691.0,49.0,36.0,52.0,1522.0,1266.0,108.0,47.0,101.0,both,2018-01-05
38,2018-01-05,21:00:00,2018,1,2018-01-05,473.0,393.0,17.0,19.0,44.0,624.0,550.0,14.0,13.0,47.0,1097.0,943.0,31.0,32.0,91.0,482.0,369.0,45.0,16.0,52.0,611.0,496.0,41.0,19.0,55.0,1093.0,865.0,86.0,35.0,107.0,both,2018-01-05
39,2018-01-05,24:00:00,2018,1,2018-01-05,298.0,236.0,10.0,24.0,28.0,416.0,352.0,15.0,14.0,35.0,714.0,588.0,25.0,38.0,63.0,296.0,217.0,17.0,24.0,38.0,410.0,329.0,28.0,19.0,34.0,706.0,546.0,45.0,43.0,72.0,both,2018-01-05
40,2018-01-06,03:00:00,2018,1,2018-01-06,266.0,222.0,3.0,19.0,22.0,330.0,287.0,9.0,16.0,18.0,596.0,509.0,12.0,35.0,40.0,252.0,190.0,11.0,30.0,21.0,322.0,254.0,20.0,24.0,24.0,574.0,444.0,31.0,54.0,45.0,both,2018-01-06
41,2018-01-06,06:00:00,2018,1,2018-01-06,427.0,367.0,9.0,22.0,29.0,487.0,400.0,14.0,30.0,43.0,914.0,767.0,23.0,52.0,72.0,450.0,372.0,18.0,23.0,37.0,460.0,356.0,29.0,33.0,42.0,910.0,728.0,47.0,56.0,79.0,both,2018-01-06
42,2018-01-06,09:00:00,2018,1,2018-01-06,648.0,581.0,19.0,23.0,25.0,881.0,824.0,36.0,10.0,11.0,1529.0,1405.0,55.0,33.0,36.0,658.0,563.0,36.0,14.0,45.0,875.0,726.0,81.0,37.0,31.0,1533.0,1289.0,117.0,51.0,76.0,both,2018-01-06
43,2018-01-06,12:00:00,2018,1,2018-01-06,685.0,606.0,19.0,24.0,36.0,1072.0,1001.0,41.0,11.0,19.0,1757.0,1607.0,60.0,35.0,55.0,688.0,585.0,39.0,6.0,58.0,1017.0,827.0,119.0,43.0,28.0,1705.0,1412.0,158.0,49.0,86.0,both,2018-01-06
44,2018-01-06,15:00:00,2018,1,2018-01-06,802.0,720.0,27.0,18.0,37.0,1044.0,916.0,22.0,23.0,83.0,1846.0,1636.0,49.0,41.0,120.0,814.0,685.0,70.0,17.0,42.0,1023.0,850.0,62.0,31.0,80.0,1837.0,1535.0,132.0,48.0,122.0,both,2018-01-06
45,2018-01-06,18:00:00,2018,1,2018-01-06,737.0,646.0,31.0,15.0,45.0,810.0,721.0,19.0,20.0,50.0,1547.0,1367.0,50.0,35.0,95.0,749.0,606.0,65.0,19.0,59.0,798.0,649.0,61.0,27.0,61.0,1547.0,1255.0,126.0,46.0,120.0,both,2018-01-06
46,2018-01-06,21:00:00,2018,1,2018-01-06,399.0,325.0,15.0,15.0,44.0,569.0,487.0,12.0,17.0,53.0,968.0,812.0,27.0,32.0,97.0,400.0,293.0,39.0,22.0,46.0,572.0,451.0,36.0,20.0,65.0,972.0,744.0,75.0,42.0,111.0,both,2018-01-06
47,2018-01-06,24:00:00,2018,1,2018-01-06,368.0,291.0,6.0,26.0,45.0,343.0,301.0,9.0,10.0,23.0,711.0,592.0,15.0,36.0,68.0,366.0,255.0,20.0,35.0,56.0,343.0,283.0,23.0,10.0,27.0,709.0,538.0,43.0,45.0,83.0,both,2018-01-06
48,2018-01-07,03:00:00,2018,1,2018-01-07,252.0,191.0,5.0,26.0,30.0,347.0,319.0,10.0,12.0,6.0,599.0,510.0,15.0,38.0,36.0,247.0,158.0,5.0,46.0,38.0,340.0,284.0,29.0,18.0,9.0,587.0,442.0,34.0,64.0,47.0,both,2018-01-07
49,2018-01-07,06:00:00,2018,1,2018-01-07,333.0,291.0,4.0,18.0,20.0,404.0,372.0,10.0,13.0,9.0,737.0,663.0,14.0,31.0,29.0,341.0,288.0,6.0,23.0,24.0,402.0,346.0,24.0,18.0,14.0,743.0,634.0,30.0,41.0,38.0,both,2018-01-07
50,2018-01-07,09:00:00,2018,1,2018-01-07,420.0,364.0,12.0,18.0,26.0,665.0,586.0,29.0,13.0,37.0,1085.0,950.0,41.0,31.0,63.0,427.0,349.0,26.0,7.0,45.0,647.0,516.0,72.0,17.0,42.0,1074.0,865.0,98.0,24.0,87.0,both,2018-01-07
51,2018-01-07,12:00:00,2018,1,2018-01-07,477.0,420.0,13.0,9.0,35.0,762.0,691.0,17.0,9.0,45.0,1239.0,1111.0,30.0,18.0,80.0,487.0,403.0,32.0,3.0,49.0,757.0,627.0,61.0,22.0,47.0,1244.0,1030.0,93.0,25.0,96.0,both,2018-01-07
52,2018-01-07,15:00:00,2018,1,2018-01-07,547.0,470.0,16.0,21.0,40.0,604.0,485.0,23.0,20.0,76.0,1151.0,955.0,39.0,41.0,116.0,542.0,446.0,41.0,5.0,50.0,594.0,447.0,43.0,20.0,84.0,1136.0,893.0,84.0,25.0,134.0,both,2018-01-07
53,2018-01-07,18:00:00,2018,1,2018-01-07,461.0,381.0,27.0,19.0,34.0,652.0,534.0,25.0,26.0,67.0,1113.0,915.0,52.0,45.0,101.0,466.0,363.0,36.0,12.0,55.0,641.0,486.0,52.0,26.0,77.0,1107.0,849.0,88.0,38.0,132.0,both,2018-01-07
54,2018-01-07,21:00:00,2018,1,2018-01-07,329.0,258.0,15.0,16.0,40.0,589.0,507.0,16.0,14.0,52.0,918.0,765.0,31.0,30.0,92.0,327.0,243.0,24.0,14.0,46.0,589.0,460.0,51.0,20.0,58.0,916.0,703.0,75.0,34.0,104.0,both,2018-01-07
55,2018-01-07,24:00:00,2018,1,2018-01-07,269.0,214.0,14.0,19.0,22.0,446.0,376.0,16.0,16.0,38.0,715.0,590.0,30.0,35.0,60.0,262.0,183.0,11.0,36.0,32.0,442.0,343.0,37.0,20.0,42.0,704.0,526.0,48.0,56.0,74.0,both,2018-01-07
56,2018-01-08,03:00:00,2018,1,2018-01-08,213.0,182.0,2.0,16.0,13.0,322.0,262.0,14.0,19.0,27.0,535.0,444.0,16.0,35.0,40.0,214.0,156.0,6.0,39.0,13.0,316.0,226.0,31.0,23.0,36.0,530.0,382.0,37.0,62.0,49.0,both,2018-01-08
57,2018-01-08,06:00:00,2018,1,2018-01-08,356.0,324.0,2.0,13.0,17.0,511.0,433.0,22.0,22.0,34.0,867.0,757.0,24.0,35.0,51.0,362.0,318.0,2.0,22.0,20.0,501.0,379.0,49.0,30.0,43.0,863.0,697.0,51.0,52.0,63.0,both,2018-01-08
58,2018-01-08,09:00:00,2018,1,2018-01-08,580.0,521.0,11.0,16.0,32.0,685.0,619.0,29.0,7.0,30.0,1265.0,1140.0,40.0,23.0,62.0,596.0,514.0,32.0,7.0,43.0,682.0,567.0,67.0,18.0,30.0,1278.0,1081.0,99.0,25.0,73.0,both,2018-01-08
59,2018-01-08,12:00:00,2018,1,2018-01-08,664.0,600.0,28.0,9.0,27.0,735.0,631.0,28.0,23.0,53.0,1399.0,1231.0,56.0,32.0,80.0,682.0,562.0,78.0,7.0,35.0,720.0,567.0,58.0,31.0,64.0,1402.0,1129.0,136.0,38.0,99.0,both,2018-01-08
60,2018-01-08,15:00:00,2018,1,2018-01-08,671.0,606.0,27.0,10.0,28.0,751.0,664.0,15.0,21.0,51.0,1422.0,1270.0,42.0,31.0,79.0,679.0,582.0,55.0,11.0,31.0,741.0,599.0,47.0,32.0,63.0,1420.0,1181.0,102.0,43.0,94.0,both,2018-01-08
61,2018-01-08,18:00:00,2018,1,2018-01-08,576.0,500.0,34.0,10.0,32.0,696.0,604.0,21.0,17.0,54.0,1272.0,1104.0,55.0,27.0,86.0,578.0,477.0,49.0,10.0,42.0,689.0,556.0,53.0,20.0,60.0,1267.0,1033.0,102.0,30.0,102.0,both,2018-01-08
62,2018-01-08,21:00:00,2018,1,2018-01-08,297.0,249.0,17.0,15.0,16.0,395.0,343.0,7.0,18.0,27.0,692.0,592.0,24.0,33.0,43.0,303.0,246.0,21.0,11.0,25.0,399.0,324.0,22.0,20.0,33.0,702.0,570.0,43.0,31.0,58.0,both,2018-01-08
63,2018-01-08,24:00:00,2018,1,2018-01-08,236.0,178.0,8.0,15.0,35.0,406.0,337.0,3.0,19.0,47.0,642.0,515.0,11.0,34.0,82.0,235.0,164.0,14.0,21.0,36.0,399.0,305.0,19.0,22.0,53.0,634.0,469.0,33.0,43.0,89.0,both,2018-01-08
64,2018-01-09,03:00:00,2018,1,2018-01-09,154.0,117.0,4.0,17.0,16.0,243.0,185.0,12.0,12.0,34.0,397.0,302.0,16.0,29.0,50.0,163.0,102.0,13.0,29.0,19.0,249.0,171.0,24.0,15.0,39.0,412.0,273.0,37.0,44.0,58.0,both,2018-01-09
65,2018-01-09,06:00:00,2018,1,2018-01-09,339.0,304.0,3.0,11.0,21.0,450.0,357.0,31.0,21.0,41.0,789.0,661.0,34.0,32.0,62.0,339.0,293.0,9.0,18.0,19.0,437.0,304.0,55.0,25.0,53.0,776.0,597.0,64.0,43.0,72.0,both,2018-01-09
66,2018-01-09,09:00:00,2018,1,2018-01-09,529.0,476.0,8.0,19.0,26.0,626.0,537.0,28.0,13.0,48.0,1155.0,1013.0,36.0,32.0,74.0,552.0,472.0,29.0,10.0,41.0,610.0,482.0,54.0,18.0,56.0,1162.0,954.0,83.0,28.0,97.0,both,2018-01-09
67,2018-01-09,12:00:00,2018,1,2018-01-09,574.0,485.0,37.0,14.0,38.0,626.0,547.0,19.0,26.0,34.0,1200.0,1032.0,56.0,40.0,72.0,588.0,449.0,76.0,19.0,44.0,610.0,482.0,53.0,23.0,52.0,1198.0,931.0,129.0,42.0,96.0,both,2018-01-09
68,2018-01-09,15:00:00,2018,1,2018-01-09,659.0,556.0,27.0,17.0,59.0,705.0,610.0,15.0,26.0,54.0,1364.0,1166.0,42.0,43.0,113.0,667.0,508.0,71.0,15.0,73.0,681.0,530.0,55.0,21.0,75.0,1348.0,1038.0,126.0,36.0,148.0,both,2018-01-09
69,2018-01-09,18:00:00,2018,1,2018-01-09,536.0,452.0,20.0,21.0,43.0,663.0,569.0,12.0,12.0,70.0,1199.0,1021.0,32.0,33.0,113.0,539.0,421.0,52.0,11.0,55.0,670.0,539.0,44.0,16.0,71.0,1209.0,960.0,96.0,27.0,126.0,both,2018-01-09
70,2018-01-09,21:00:00,2018,1,2018-01-09,331.0,256.0,12.0,17.0,46.0,437.0,358.0,10.0,14.0,55.0,768.0,614.0,22.0,31.0,101.0,334.0,236.0,28.0,16.0,54.0,442.0,338.0,24.0,14.0,66.0,776.0,574.0,52.0,30.0,120.0,both,2018-01-09
71,2018-01-09,24:00:00,2018,1,2018-01-09,188.0,144.0,4.0,10.0,30.0,326.0,261.0,5.0,17.0,43.0,514.0,405.0,9.0,27.0,73.0,182.0,134.0,10.0,6.0,32.0,324.0,239.0,15.0,20.0,50.0,506.0,373.0,25.0,26.0,82.0,both,2018-01-09
72,2018-01-10,03:00:00,2018,1,2018-01-10,140.0,101.0,1.0,23.0,15.0,216.0,152.0,8.0,22.0,34.0,356.0,253.0,9.0,45.0,49.0,139.0,84.0,9.0,32.0,14.0,217.0,143.0,14.0,22.0,38.0,356.0,227.0,23.0,54.0,52.0,both,2018-01-10
73,2018-01-10,06:00:00,2018,1,2018-01-10,292.0,259.0,8.0,10.0,15.0,360.0,300.0,19.0,13.0,28.0,652.0,559.0,27.0,23.0,43.0,296.0,252.0,15.0,11.0,18.0,343.0,253.0,47.0,14.0,29.0,639.0,505.0,62.0,25.0,47.0,both,2018-01-10
74,2018-01-10,09:00:00,2018,1,2018-01-10,526.0,467.0,18.0,17.0,24.0,601.0,528.0,29.0,13.0,31.0,1127.0,995.0,47.0,30.0,55.0,548.0,467.0,32.0,7.0,42.0,582.0,462.0,65.0,22.0,33.0,1130.0,929.0,97.0,29.0,75.0,both,2018-01-10
75,2018-01-10,12:00:00,2018,1,2018-01-10,622.0,533.0,34.0,23.0,32.0,604.0,528.0,18.0,11.0,47.0,1226.0,1061.0,52.0,34.0,79.0,629.0,494.0,72.0,18.0,45.0,603.0,487.0,47.0,9.0,60.0,1232.0,981.0,119.0,27.0,105.0,both,2018-01-10
76,2018-01-10,15:00:00,2018,1,2018-01-10,643.0,539.0,33.0,22.0,49.0,701.0,604.0,24.0,26.0,47.0,1344.0,1143.0,57.0,48.0,96.0,656.0,510.0,68.0,16.0,62.0,677.0,536.0,48.0,40.0,53.0,1333.0,1046.0,116.0,56.0,115.0,both,2018-01-10
77,2018-01-10,18:00:00,2018,1,2018-01-10,563.0,474.0,25.0,14.0,50.0,736.0,659.0,17.0,17.0,43.0,1299.0,1133.0,42.0,31.0,93.0,565.0,450.0,42.0,14.0,59.0,737.0,599.0,48.0,39.0,51.0,1302.0,1049.0,90.0,53.0,110.0,both,2018-01-10
78,2018-01-10,21:00:00,2018,1,2018-01-10,308.0,227.0,13.0,20.0,48.0,451.0,375.0,10.0,20.0,46.0,759.0,602.0,23.0,40.0,94.0,312.0,219.0,24.0,15.0,54.0,447.0,341.0,34.0,21.0,51.0,759.0,560.0,58.0,36.0,105.0,both,2018-01-10
79,2018-01-10,24:00:00,2018,1,2018-01-10,182.0,124.0,8.0,17.0,33.0,334.0,248.0,13.0,18.0,55.0,516.0,372.0,21.0,35.0,88.0,179.0,118.0,12.0,12.0,37.0,330.0,225.0,30.0,15.0,60.0,509.0,343.0,42.0,27.0,97.0,both,2018-01-10
80,2018-01-11,03:00:00,2018,1,2018-01-11,110.0,75.0,1.0,19.0,15.0,194.0,152.0,8.0,19.0,15.0,304.0,227.0,9.0,38.0,30.0,113.0,69.0,2.0,23.0,19.0,194.0,141.0,8.0,28.0,17.0,307.0,210.0,10.0,51.0,36.0,both,2018-01-11
81,2018-01-11,06:00:00,2018,1,2018-01-11,271.0,241.0,4.0,6.0,20.0,367.0,300.0,20.0,13.0,34.0,638.0,541.0,24.0,19.0,54.0,271.0,235.0,9.0,8.0,19.0,358.0,257.0,40.0,25.0,36.0,629.0,492.0,49.0,33.0,55.0,both,2018-01-11
82,2018-01-11,09:00:00,2018,1,2018-01-11,547.0,474.0,17.0,22.0,34.0,620.0,554.0,25.0,11.0,30.0,1167.0,1028.0,42.0,33.0,64.0,567.0,468.0,35.0,16.0,48.0,600.0,488.0,56.0,23.0,33.0,1167.0,956.0,91.0,39.0,81.0,both,2018-01-11
83,2018-01-11,12:00:00,2018,1,2018-01-11,656.0,552.0,30.0,18.0,56.0,631.0,563.0,36.0,8.0,24.0,1287.0,1115.0,66.0,26.0,80.0,688.0,524.0,76.0,15.0,73.0,617.0,507.0,58.0,20.0,32.0,1305.0,1031.0,134.0,35.0,105.0,both,2018-01-11
84,2018-01-11,15:00:00,2018,1,2018-01-11,706.0,592.0,39.0,24.0,51.0,757.0,665.0,20.0,21.0,51.0,1463.0,1257.0,59.0,45.0,102.0,702.0,560.0,65.0,16.0,61.0,750.0,611.0,48.0,28.0,63.0,1452.0,1171.0,113.0,44.0,124.0,both,2018-01-11
85,2018-01-11,18:00:00,2018,1,2018-01-11,545.0,454.0,26.0,15.0,50.0,677.0,579.0,24.0,22.0,52.0,1222.0,1033.0,50.0,37.0,102.0,565.0,443.0,48.0,11.0,63.0,665.0,522.0,57.0,27.0,59.0,1230.0,965.0,105.0,38.0,122.0,both,2018-01-11
